param;value
filename;./inputData/BrasilNE50n.car
base_seed;1
nRuns;51
iterations;100
antsN;50
stagnation;30
favorites;0
gbPeriod;0
rhoNodes;0.1
rhoCars;0.1
rhoPass;0.1
alphaNodes;1.5
alphaCars;1.5
alphaPass;1.5
betaNodes;1.2
betaCars;1.2
betaPass;1.1
maxMinCars;0
maxMinNodes;0
pBestCars;0
useTBAS;0
sampleCars;1
enforceNoRerent;1
returnFactorCars;0
epsilonEtaCars;1e-06
smGammaCars;0.7
restartTargetCars;mid
exploreCars;0
exploreItersCars;20
exploreRhoMultCars;2
policyQ0;0.1
adaptiveQ0;1
q0Start;0.2
q0End;0.9
eliteKAnts;7
lsTopW;0
lsQuality;High
useReinsertion;1
reinsertionMaxPasses;5
dpCacheCapacity;5000
dpMaxSegmentLenOffset;5
intensifierEnabled;1
intensifierMaxStagnationIterations;3
intensifierResetPheromonesCount;2
intensifierPheromoneReductionGamma;0.3
intensifierArchiveAndResetBest;1
ablationDisableAntDepositsDuringIntensification;0
ablationResetPheromonesOnIntensifierActivation;0
ablationIntensifierOnlyNoAnts;0
ablationIntensifierOnlyRandomInitialTour;0
runSeeds;run0=9176377229071207081,run1=76241568449944305,run2=11569656429252920891,run3=8006770736520076435,run4=10222608011239175760,run5=83674907983555125,run6=16633518659454552880,run7=3348662810425028053,run8=1625020296661546126,run9=8722260422266777814,run10=18422523289718600251,run11=12120595211417451604,run12=11180516292616150398,run13=13235578871255005297,run14=17784125318686945540,run15=15956506419893335137,run16=2899130862535483918,run17=11850605890185619915,run18=13353388233111958045,run19=6644193456908987648,run20=9748498986499756733,run21=9610614758425770644,run22=16467222360164019310,run23=11726302834367551336,run24=8896860786397106362,run25=6737285527070588895,run26=11634350522773239934,run27=7808547232002136844,run28=3287009989320200796,run29=8484872300069380217,run30=8138020970177873692,run31=16735953543485209995,run32=957827445528146549,run33=9178821638437730898,run34=2354512119315649564,run35=10160966691791677292,run36=27474500062045820,run37=7844575079918988844,run38=15524044195614787644,run39=4980590106503615414,run40=3943098024137922559,run41=141425323448007506,run42=16001952662412044218,run43=6069959457317431616,run44=2033442876187297925,run45=7223543130371895193,run46=4350234967155519396,run47=10524526614539617298,run48=3004527168784687515,run49=3975454624479931874,run50=1666912681748276242
stagnationEvents;run0=1,run1=1,run2=2,run3=2,run4=2,run5=2,run6=2,run7=2,run8=1,run9=2,run10=2,run11=1,run12=2,run13=2,run14=2,run15=1,run16=2,run17=2,run18=2,run19=2,run20=2,run21=1,run22=2,run23=2,run24=2,run25=1,run26=2,run27=1,run28=2,run29=2,run30=1,run31=2,run32=1,run33=2,run34=1,run35=2,run36=2,run37=2,run38=2,run39=1,run40=2,run41=2,run42=1,run43=2,run44=2,run45=1,run46=2,run47=1,run48=1,run49=2,run50=2
lkCalls;run0=1,run1=1,run2=2,run3=2,run4=2,run5=2,run6=2,run7=2,run8=1,run9=2,run10=2,run11=1,run12=2,run13=2,run14=2,run15=1,run16=2,run17=2,run18=2,run19=2,run20=2,run21=1,run22=2,run23=2,run24=2,run25=1,run26=2,run27=1,run28=2,run29=2,run30=1,run31=2,run32=1,run33=2,run34=1,run35=2,run36=2,run37=2,run38=2,run39=1,run40=2,run41=2,run42=1,run43=2,run44=2,run45=1,run46=2,run47=1,run48=1,run49=2,run50=2
lkSuccess;run0=0,run1=0,run2=0,run3=0,run4=0,run5=0,run6=0,run7=0,run8=0,run9=0,run10=0,run11=0,run12=0,run13=0,run14=0,run15=0,run16=0,run17=0,run18=0,run19=0,run20=0,run21=0,run22=0,run23=0,run24=0,run25=0,run26=0,run27=0,run28=0,run29=0,run30=0,run31=0,run32=0,run33=0,run34=0,run35=0,run36=0,run37=0,run38=0,run39=0,run40=0,run41=0,run42=0,run43=0,run44=0,run45=0,run46=0,run47=0,run48=0,run49=0,run50=0
tOptCalls;run0=0,run1=0,run2=0,run3=0,run4=0,run5=0,run6=0,run7=0,run8=0,run9=0,run10=0,run11=0,run12=0,run13=0,run14=0,run15=0,run16=0,run17=0,run18=0,run19=0,run20=0,run21=0,run22=0,run23=0,run24=0,run25=0,run26=0,run27=0,run28=0,run29=0,run30=0,run31=0,run32=0,run33=0,run34=0,run35=0,run36=0,run37=0,run38=0,run39=0,run40=0,run41=0,run42=0,run43=0,run44=0,run45=0,run46=0,run47=0,run48=0,run49=0,run50=0
tOptSuccess;run0=0,run1=0,run2=0,run3=0,run4=0,run5=0,run6=0,run7=0,run8=0,run9=0,run10=0,run11=0,run12=0,run13=0,run14=0,run15=0,run16=0,run17=0,run18=0,run19=0,run20=0,run21=0,run22=0,run23=0,run24=0,run25=0,run26=0,run27=0,run28=0,run29=0,run30=0,run31=0,run32=0,run33=0,run34=0,run35=0,run36=0,run37=0,run38=0,run39=0,run40=0,run41=0,run42=0,run43=0,run44=0,run45=0,run46=0,run47=0,run48=0,run49=0,run50=0
kickCalls;run0=1,run1=1,run2=2,run3=2,run4=2,run5=2,run6=2,run7=2,run8=1,run9=2,run10=2,run11=1,run12=2,run13=2,run14=2,run15=1,run16=2,run17=2,run18=2,run19=2,run20=2,run21=1,run22=2,run23=2,run24=2,run25=1,run26=2,run27=1,run28=2,run29=2,run30=1,run31=2,run32=1,run33=2,run34=1,run35=2,run36=2,run37=2,run38=2,run39=1,run40=2,run41=2,run42=1,run43=2,run44=2,run45=1,run46=2,run47=1,run48=1,run49=2,run50=2
kickSuccess;run0=0,run1=0,run2=0,run3=0,run4=0,run5=0,run6=0,run7=0,run8=0,run9=0,run10=0,run11=0,run12=0,run13=0,run14=0,run15=0,run16=0,run17=0,run18=0,run19=0,run20=1,run21=0,run22=0,run23=0,run24=0,run25=0,run26=0,run27=0,run28=0,run29=0,run30=0,run31=0,run32=0,run33=0,run34=0,run35=0,run36=0,run37=0,run38=0,run39=0,run40=0,run41=0,run42=0,run43=0,run44=0,run45=0,run46=0,run47=0,run48=0,run49=0,run50=0
cacheEvalHitRate;run0=54.45%,run1=54.72%,run2=48.52%,run3=55.45%,run4=47.40%,run5=52.78%,run6=51.24%,run7=49.94%,run8=49.39%,run9=43.89%,run10=50.24%,run11=53.85%,run12=52.21%,run13=49.06%,run14=53.87%,run15=46.12%,run16=46.00%,run17=52.69%,run18=52.63%,run19=54.84%,run20=66.46%,run21=49.91%,run22=53.75%,run23=50.36%,run24=44.95%,run25=49.61%,run26=52.66%,run27=49.85%,run28=53.03%,run29=50.64%,run30=51.88%,run31=51.94%,run32=51.42%,run33=46.40%,run34=53.63%,run35=51.21%,run36=40.01%,run37=53.78%,run38=52.57%,run39=51.42%,run40=49.91%,run41=56.30%,run42=50.36%,run43=49.94%,run44=52.33%,run45=43.61%,run46=50.06%,run47=51.54%,run48=53.94%,run49=52.63%,run50=49.58%
cacheReasHitRate;run0=73.56%,run1=74.12%,run2=69.47%,run3=74.52%,run4=69.14%,run5=73.03%,run6=67.84%,run7=72.45%,run8=69.61%,run9=65.04%,run10=72.24%,run11=73.67%,run12=71.07%,run13=71.30%,run14=74.48%,run15=64.70%,run16=67.91%,run17=72.31%,run18=73.62%,run19=75.77%,run20=79.83%,run21=71.92%,run22=74.00%,run23=71.82%,run24=68.21%,run25=69.37%,run26=72.90%,run27=71.60%,run28=73.64%,run29=71.64%,run30=72.84%,run31=72.64%,run32=71.85%,run33=70.37%,run34=74.20%,run35=71.58%,run36=64.27%,run37=73.91%,run38=73.20%,run39=72.50%,run40=71.10%,run41=73.53%,run42=71.35%,run43=72.19%,run44=73.09%,run45=65.13%,run46=71.04%,run47=72.45%,run48=74.05%,run49=74.17%,run50=72.08%
lkSuccessRate;run0=0.00% (cache:54.5%),run1=0.00% (cache:54.7%),run2=0.00% (cache:48.5%),run3=0.00% (cache:55.4%),run4=0.00% (cache:47.4%),run5=0.00% (cache:52.8%),run6=0.00% (cache:51.2%),run7=0.00% (cache:49.9%),run8=0.00% (cache:49.4%),run9=0.00% (cache:43.9%),run10=0.00% (cache:50.2%),run11=0.00% (cache:53.8%),run12=0.00% (cache:52.2%),run13=0.00% (cache:49.1%),run14=0.00% (cache:53.9%),run15=0.00% (cache:46.1%),run16=0.00% (cache:46.0%),run17=0.00% (cache:52.7%),run18=0.00% (cache:52.6%),run19=0.00% (cache:54.8%),run20=0.00% (cache:66.5%),run21=0.00% (cache:49.9%),run22=0.00% (cache:53.8%),run23=0.00% (cache:50.4%),run24=0.00% (cache:44.9%),run25=0.00% (cache:49.6%),run26=0.00% (cache:52.7%),run27=0.00% (cache:49.8%),run28=0.00% (cache:53.0%),run29=0.00% (cache:50.6%),run30=0.00% (cache:51.9%),run31=0.00% (cache:51.9%),run32=0.00% (cache:51.4%),run33=0.00% (cache:46.4%),run34=0.00% (cache:53.6%),run35=0.00% (cache:51.2%),run36=0.00% (cache:40.0%),run37=0.00% (cache:53.8%),run38=0.00% (cache:52.6%),run39=0.00% (cache:51.4%),run40=0.00% (cache:49.9%),run41=0.00% (cache:56.3%),run42=0.00% (cache:50.4%),run43=0.00% (cache:49.9%),run44=0.00% (cache:52.3%),run45=0.00% (cache:43.6%),run46=0.00% (cache:50.1%),run47=0.00% (cache:51.5%),run48=0.00% (cache:53.9%),run49=0.00% (cache:52.6%),run50=0.00% (cache:49.6%)
tOptSuccessRate;run0=N/A,run1=N/A,run2=N/A,run3=N/A,run4=N/A,run5=N/A,run6=N/A,run7=N/A,run8=N/A,run9=N/A,run10=N/A,run11=N/A,run12=N/A,run13=N/A,run14=N/A,run15=N/A,run16=N/A,run17=N/A,run18=N/A,run19=N/A,run20=N/A,run21=N/A,run22=N/A,run23=N/A,run24=N/A,run25=N/A,run26=N/A,run27=N/A,run28=N/A,run29=N/A,run30=N/A,run31=N/A,run32=N/A,run33=N/A,run34=N/A,run35=N/A,run36=N/A,run37=N/A,run38=N/A,run39=N/A,run40=N/A,run41=N/A,run42=N/A,run43=N/A,run44=N/A,run45=N/A,run46=N/A,run47=N/A,run48=N/A,run49=N/A,run50=N/A

iter;weibull_k_run0;weibull_k_run1;weibull_k_run2;weibull_k_run3;weibull_k_run4;weibull_k_run5;weibull_k_run6;weibull_k_run7;weibull_k_run8;weibull_k_run9;weibull_k_run10;weibull_k_run11;weibull_k_run12;weibull_k_run13;weibull_k_run14;weibull_k_run15;weibull_k_run16;weibull_k_run17;weibull_k_run18;weibull_k_run19;weibull_k_run20;weibull_k_run21;weibull_k_run22;weibull_k_run23;weibull_k_run24;weibull_k_run25;weibull_k_run26;weibull_k_run27;weibull_k_run28;weibull_k_run29;weibull_k_run30;weibull_k_run31;weibull_k_run32;weibull_k_run33;weibull_k_run34;weibull_k_run35;weibull_k_run36;weibull_k_run37;weibull_k_run38;weibull_k_run39;weibull_k_run40;weibull_k_run41;weibull_k_run42;weibull_k_run43;weibull_k_run44;weibull_k_run45;weibull_k_run46;weibull_k_run47;weibull_k_run48;weibull_k_run49;weibull_k_run50;min;p10;q1;median;q3;p90;max;mean
63;nan;nan;nan;nan;nan;nan;nan;nan;nan;97.3;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;100.0;nan;nan;nan;nan;nan;97.3;97.6;98.0;98.7;99.3;99.7;100.0;98.7
64;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
65;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
66;nan;nan;nan;nan;100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.3;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;100.0;5.3;24.2;52.6;100.0;100.0;100.0;100.0;68.4
67;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.8;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.8;5.8;5.8;5.8;5.8;5.8;5.8;5.8
68;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.1;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.3;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.1;6.2;6.4;6.7;7.0;7.2;7.3;6.7
69;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.6;nan;6.5;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.6;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.6;nan;nan;nan;nan;nan;nan;5.6;5.6;5.6;5.6;5.9;6.3;6.5;5.8
70;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.3;nan;7.7;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.4;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.9;nan;nan;nan;nan;nan;nan;5.3;5.6;6.1;6.6;7.1;7.5;7.7;6.6
71;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.0;nan;8.7;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.5;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.9;nan;nan;nan;nan;nan;nan;5.5;5.6;5.8;6.4;7.4;8.2;8.7;6.8
72;5.9;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.6;nan;8.4;nan;nan;nan;nan;nan;5.4;5.5;nan;nan;nan;nan;nan;5.5;nan;nan;nan;6.6;nan;5.4;nan;nan;nan;nan;nan;nan;nan;7.4;nan;nan;nan;nan;nan;nan;5.4;5.4;5.5;5.9;6.6;7.6;8.4;6.3
73;5.9;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;nan;10.3;nan;nan;nan;6.4;nan;6.6;7.0;nan;nan;nan;nan;nan;7.5;nan;nan;nan;9.5;nan;5.8;nan;nan;nan;nan;nan;nan;nan;7.2;nan;nan;nan;nan;nan;nan;5.8;5.9;6.3;6.8;7.4;9.6;10.3;7.2
74;6.4;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.8;5.7;15.5;nan;6.4;nan;6.0;nan;5.6;6.9;nan;nan;nan;nan;nan;7.2;nan;nan;nan;10.2;nan;5.7;nan;nan;nan;nan;nan;nan;nan;12.6;nan;nan;nan;nan;nan;nan;5.6;5.7;6.0;6.6;9.1;12.4;15.5;8.1
75;8.2;nan;nan;6.2;nan;nan;nan;nan;nan;6.5;nan;nan;nan;nan;nan;8.1;6.3;12.6;nan;7.9;nan;7.9;5.8;8.4;6.1;nan;nan;nan;nan;nan;7.6;nan;nan;nan;7.5;nan;7.2;nan;7.4;nan;nan;nan;nan;nan;8.5;nan;nan;nan;nan;nan;nan;5.8;6.2;6.5;7.6;8.1;8.5;12.6;7.7
76;7.3;6.8;5.9;6.6;nan;nan;nan;nan;5.8;7.6;nan;nan;6.4;nan;nan;12.6;7.9;71.6;nan;6.6;nan;8.6;6.9;9.6;10.7;nan;nan;nan;nan;nan;9.0;5.3;nan;nan;17.1;6.2;8.4;nan;7.0;6.6;nan;nan;nan;6.2;12.5;nan;6.7;nan;nan;nan;nan;5.3;6.0;6.6;7.0;9.0;12.6;71.6;10.6
77;13.8;5.8;6.7;6.4;nan;5.8;nan;nan;7.3;6.4;nan;nan;5.8;nan;6.6;12.5;8.9;nan;nan;9.0;nan;11.6;7.4;10.5;11.4;nan;nan;nan;nan;nan;14.0;6.3;5.5;nan;19.2;6.8;9.7;5.8;9.7;6.8;nan;nan;nan;8.0;31.3;nan;6.8;6.0;7.9;nan;nan;5.5;5.8;6.4;7.4;10.3;13.8;31.3;9.3
78;12.2;7.3;6.9;9.3;nan;6.1;nan;nan;7.3;8.6;nan;nan;9.4;nan;7.4;15.3;9.0;nan;nan;11.3;nan;15.5;9.2;11.8;21.8;nan;nan;nan;nan;nan;19.0;6.3;7.8;8.1;21.5;7.4;10.5;5.5;10.4;6.2;nan;nan;nan;7.3;nan;nan;9.8;6.5;10.3;nan;nan;5.5;6.3;7.3;9.1;11.1;15.8;21.8;10.2
79;10.2;8.3;7.1;11.4;nan;7.7;nan;nan;7.8;9.0;nan;8.3;7.8;nan;7.2;11.9;9.7;nan;nan;17.0;nan;10.6;9.3;18.1;12.7;nan;nan;nan;nan;nan;15.8;9.0;6.9;6.9;nan;7.7;29.3;7.5;11.1;9.7;nan;nan;nan;8.0;nan;5.2;10.1;6.7;10.1;6.8;nan;5.2;6.9;7.7;9.0;10.7;15.5;29.3;10.2
80;32.8;9.5;7.4;11.1;nan;8.7;nan;nan;9.9;11.0;nan;10.0;9.6;nan;8.9;11.0;12.5;nan;6.2;23.6;nan;17.4;12.2;nan;20.7;nan;nan;nan;5.8;6.2;nan;9.2;9.3;8.0;nan;9.7;15.9;7.5;9.9;8.1;10.0;nan;nan;10.2;nan;9.6;13.6;9.1;7.5;5.4;nan;5.4;6.6;8.2;9.7;11.0;16.9;32.8;11.1
81;54.9;10.3;7.4;13.7;nan;10.3;5.4;nan;8.0;15.0;nan;9.6;9.3;nan;8.8;10.6;10.4;nan;7.7;22.1;nan;53.5;11.3;nan;14.8;nan;5.5;6.1;6.2;6.5;39.8;8.9;11.1;9.4;23.0;10.0;16.9;9.1;14.2;12.3;8.7;nan;nan;8.7;nan;8.3;11.1;9.1;8.9;7.0;nan;5.4;6.4;8.5;9.6;13.0;22.3;54.9;13.4
82;nan;15.1;8.6;16.7;8.1;20.4;6.6;8.8;12.0;20.8;nan;9.3;17.3;nan;12.4;11.6;17.3;nan;7.3;29.7;nan;100.0;100.0;nan;38.1;nan;6.4;7.3;6.5;5.9;nan;6.8;9.8;10.5;nan;22.6;30.0;14.7;18.3;16.5;10.3;nan;nan;19.5;nan;6.6;20.8;9.7;9.3;7.6;7.8;5.9;6.6;7.9;11.6;18.9;29.8;100.0;18.1
83;nan;17.0;28.7;58.7;6.7;13.1;7.5;7.7;15.1;19.5;7.5;8.8;15.0;7.5;25.7;16.2;nan;nan;11.0;nan;nan;nan;36.4;nan;nan;nan;8.1;7.7;7.7;14.9;nan;12.5;12.3;11.9;nan;60.7;100.0;nan;54.0;30.1;9.9;nan;nan;36.8;nan;10.2;nan;18.3;9.9;11.4;8.5;6.7;7.6;8.7;12.5;22.6;47.2;100.0;20.8
84;nan;24.7;30.0;nan;8.3;27.5;9.2;10.6;30.2;77.2;7.2;19.5;14.1;10.1;43.7;22.2;nan;nan;10.8;nan;nan;nan;nan;nan;nan;nan;7.9;9.0;11.4;10.1;nan;65.0;35.6;14.4;nan;27.3;100.0;17.3;nan;100.0;12.0;nan;nan;92.8;nan;9.4;nan;27.1;18.1;12.2;8.4;7.2;8.5;10.1;17.3;30.0;74.7;100.0;28.0
85;nan;25.7;49.7;nan;8.5;nan;11.4;9.1;17.0;nan;8.3;32.4;52.8;9.1;34.2;16.4;nan;nan;18.1;nan;nan;nan;nan;nan;nan;nan;7.2;10.4;11.5;28.6;nan;nan;97.8;18.2;nan;52.6;nan;nan;nan;nan;13.1;100.0;nan;nan;nan;16.0;nan;40.1;78.9;nan;9.6;7.2;8.8;10.7;17.6;38.6;65.9;100.0;29.9
86;nan;nan;nan;nan;13.6;nan;10.1;13.2;24.8;nan;12.3;27.0;59.6;9.2;nan;15.7;nan;nan;25.9;nan;nan;nan;nan;100.0;100.0;nan;12.4;9.2;23.9;15.9;nan;nan;nan;72.0;nan;67.5;100.0;nan;nan;nan;13.2;nan;nan;nan;nan;14.9;nan;nan;nan;52.9;12.2;9.2;10.5;12.8;15.9;56.2;94.4;100.0;35.0
87;nan;nan;nan;nan;8.2;nan;14.5;23.5;25.9;nan;13.4;nan;75.7;16.7;nan;20.2;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;10.4;17.9;16.9;20.4;nan;nan;nan;nan;nan;74.8;nan;nan;nan;nan;19.9;nan;nan;nan;nan;18.0;nan;nan;nan;nan;45.5;8.2;11.9;16.1;19.0;24.1;60.1;75.7;26.4
88;nan;nan;nan;nan;13.8;nan;15.9;nan;13.2;nan;14.9;nan;66.5;16.1;nan;24.7;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;71.7;100.0;nan;nan;nan;nan;nan;nan;nan;87.8;nan;nan;nan;nan;23.6;nan;nan;nan;nan;28.0;nan;nan;nan;nan;nan;13.2;13.9;15.6;24.1;67.8;86.2;100.0;39.7
89;nan;nan;nan;nan;16.6;nan;18.8;nan;13.1;nan;41.1;nan;11.3;nan;nan;28.8;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;67.5;nan;nan;nan;nan;21.4;nan;nan;nan;nan;31.6;nan;nan;nan;nan;nan;11.3;12.7;16.6;21.4;31.6;46.4;67.5;27.8
90;nan;nan;nan;nan;35.3;nan;18.7;nan;13.1;nan;19.7;nan;11.6;56.9;nan;30.2;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;68.5;nan;nan;nan;nan;96.9;nan;nan;nan;nan;28.3;nan;nan;nan;nan;nan;11.6;13.0;18.9;29.3;51.5;71.3;96.9;37.9
91;nan;nan;nan;nan;nan;100.0;18.0;nan;12.9;nan;nan;nan;11.2;nan;nan;30.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;65.9;nan;nan;nan;nan;72.9;nan;10.0;nan;nan;28.7;nan;nan;nan;nan;nan;10.0;11.0;12.9;28.7;65.9;78.3;100.0;38.8
92;nan;nan;nan;nan;nan;nan;18.0;nan;35.1;nan;nan;nan;11.1;nan;nan;26.8;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;88.3;nan;nan;nan;nan;100.0;nan;14.4;nan;nan;37.4;nan;nan;nan;nan;nan;11.1;13.4;17.1;30.9;50.2;91.8;100.0;41.4
93;nan;nan;nan;nan;nan;nan;19.1;nan;35.2;nan;nan;nan;21.4;nan;nan;13.8;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;88.3;nan;nan;nan;nan;100.0;nan;50.5;nan;nan;28.7;nan;nan;nan;nan;nan;13.8;17.6;20.8;32.0;59.9;91.8;100.0;44.6
94;nan;nan;nan;nan;nan;nan;18.5;nan;34.6;nan;nan;nan;10.8;nan;nan;13.5;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.1;nan;nan;nan;nan;nan;nan;nan;nan;nan;68.9;nan;nan;nan;nan;76.6;nan;18.4;nan;nan;27.4;nan;nan;nan;nan;nan;9.1;10.5;13.5;18.5;34.6;70.4;76.6;30.9
95;nan;nan;nan;nan;nan;nan;17.6;nan;nan;nan;nan;nan;10.7;nan;nan;14.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.3;nan;nan;nan;nan;nan;nan;nan;nan;nan;72.4;nan;nan;nan;nan;82.4;nan;nan;nan;nan;18.6;nan;nan;nan;nan;nan;9.3;10.1;12.3;17.6;45.5;76.4;82.4;32.1
96;nan;nan;nan;nan;nan;nan;18.2;nan;nan;nan;nan;nan;10.9;nan;nan;19.8;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.8;nan;nan;nan;nan;nan;nan;nan;nan;nan;74.3;nan;nan;nan;nan;100.0;nan;36.5;nan;nan;16.9;nan;nan;nan;nan;nan;8.8;10.3;15.4;19.0;46.0;82.0;100.0;35.7
97;nan;nan;nan;nan;nan;nan;7.9;nan;nan;nan;nan;nan;nan;nan;nan;100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.6;nan;nan;nan;nan;nan;nan;nan;nan;nan;67.5;nan;nan;nan;nan;77.7;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.9;8.6;9.6;67.5;77.7;91.1;100.0;52.5
98;nan;nan;nan;nan;nan;nan;8.6;nan;nan;nan;nan;nan;nan;nan;nan;82.9;nan;nan;nan;nan;nan;nan;nan;nan;nan;100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;67.5;nan;nan;nan;nan;100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.6;32.2;67.5;82.9;100.0;100.0;100.0;71.8
99;nan;nan;nan;nan;nan;nan;8.0;nan;nan;nan;nan;nan;nan;nan;nan;91.2;nan;nan;nan;nan;nan;nan;nan;nan;nan;100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;67.2;nan;nan;nan;nan;100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.0;31.7;67.2;91.2;100.0;100.0;100.0;73.3
