iter;run0_q0;run0_LSW;run0_smoothing;run1_q0;run1_LSW;run1_smoothing;run2_q0;run2_LSW;run2_smoothing;run3_q0;run3_LSW;run3_smoothing;run4_q0;run4_LSW;run4_smoothing;run5_q0;run5_LSW;run5_smoothing;run6_q0;run6_LSW;run6_smoothing;run7_q0;run7_LSW;run7_smoothing;run8_q0;run8_LSW;run8_smoothing;run9_q0;run9_LSW;run9_smoothing;run10_q0;run10_LSW;run10_smoothing;run11_q0;run11_LSW;run11_smoothing;run12_q0;run12_LSW;run12_smoothing;run13_q0;run13_LSW;run13_smoothing;run14_q0;run14_LSW;run14_smoothing;run15_q0;run15_LSW;run15_smoothing;run16_q0;run16_LSW;run16_smoothing;run17_q0;run17_LSW;run17_smoothing;run18_q0;run18_LSW;run18_smoothing;run19_q0;run19_LSW;run19_smoothing;run20_q0;run20_LSW;run20_smoothing;run21_q0;run21_LSW;run21_smoothing;run22_q0;run22_LSW;run22_smoothing;run23_q0;run23_LSW;run23_smoothing;run24_q0;run24_LSW;run24_smoothing;run25_q0;run25_LSW;run25_smoothing;run26_q0;run26_LSW;run26_smoothing;run27_q0;run27_LSW;run27_smoothing;run28_q0;run28_LSW;run28_smoothing;run29_q0;run29_LSW;run29_smoothing;run30_q0;run30_LSW;run30_smoothing;run31_q0;run31_LSW;run31_smoothing;run32_q0;run32_LSW;run32_smoothing;run33_q0;run33_LSW;run33_smoothing;run34_q0;run34_LSW;run34_smoothing;run35_q0;run35_LSW;run35_smoothing;run36_q0;run36_LSW;run36_smoothing;run37_q0;run37_LSW;run37_smoothing;run38_q0;run38_LSW;run38_smoothing;run39_q0;run39_LSW;run39_smoothing;run40_q0;run40_LSW;run40_smoothing;run41_q0;run41_LSW;run41_smoothing;run42_q0;run42_LSW;run42_smoothing;run43_q0;run43_LSW;run43_smoothing;run44_q0;run44_LSW;run44_smoothing;run45_q0;run45_LSW;run45_smoothing;run46_q0;run46_LSW;run46_smoothing;run47_q0;run47_LSW;run47_smoothing;run48_q0;run48_LSW;run48_smoothing;run49_q0;run49_LSW;run49_smoothing;run50_q0;run50_LSW;run50_smoothing
55;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;4;0;0.456667;3;0;0.456667;4;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;4;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;4;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;4;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;4;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;3;0;0.456667;4;0;0.456667;3;0;0.456667;4;0;0.456667;3;0;0.456667;3;0
56;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;4;0;0.461333;3;0;0.461333;4;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;4;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;4;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;1;0.461333;4;0;0.461333;3;0;0.461333;3;0;0.461333;3;0;0.461333;3;0
57;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;1;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0;0.466;4;0
58;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;1;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0;0.470667;4;0
59;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;1;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0;0.475333;4;0
60;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;1;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;1;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;1;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0;0.48;4;0
61;0.484667;4;0;0.484667;4;0;0.484667;4;1;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;1;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0;0.484667;4;0
62;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;1;0.489333;4;0;0.489333;4;1;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0;0.489333;4;0
63;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;1;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;1;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0;0.494;4;0
64;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;1;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;1;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;1;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0;0.498667;4;0
65;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;1;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;0;0.503333;4;1;0.503333;4;0;0.503333;4;0;0.503333;4;1
66;0.508;4;0;0.508;4;1;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;1;0.508;4;0;0.508;4;1;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;1;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;1;0.508;4;0;0.508;4;1;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0;0.508;4;0
67;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;1;0.512667;4;0;0.512667;4;1;0.512667;4;1;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;1;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;1;0.512667;4;0;0.512667;4;0;0.512667;4;1;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;1;0.512667;4;1;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0;0.512667;4;0
68;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;1;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;0;0.517333;4;1;0.517333;4;0
69;0.522;4;1;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;1;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;1;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;1;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0;0.522;4;0
70;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;1;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;1;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;1;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0;0.526667;4;0
71;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;1;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;1;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;0;0.531333;4;1;0.531333;4;0;0.531333;4;0
72;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;1;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;1;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;1;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0;0.536;4;0
73;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0;0.540667;4;0
74;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0;0.545333;4;0
75;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;1;0.55;4;0;0.55;4;0;0.55;4;0;0.55;4;0
76;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0;0.554667;4;0
77;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;5;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;5;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0;0.559333;4;0
78;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;1;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0;0.564;4;0
79;0.568667;4;0;0.568667;5;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;5;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;5;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;5;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;4;0;0.568667;5;0;0.568667;4;0;0.568667;4;0;0.568667;5;0
80;0.573333;4;0;0.573333;5;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;5;0;0.573333;5;0;0.573333;4;0;0.573333;5;0;0.573333;5;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;5;0;0.573333;4;0;0.573333;4;0;0.573333;5;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;5;0;0.573333;4;0;0.573333;4;0;0.573333;5;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;5;0;0.573333;5;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;4;0;0.573333;4;0
81;0.578;4;0;0.578;4;0;0.578;4;0;0.578;4;0;0.578;4;0;0.578;4;0;0.578;4;0;0.578;4;0;0.578;4;0;0.578;4;0;0.578;4;0;0.578;5;0;0.578;4;0;0.578;5;0;0.578;4;0;0.578;5;0;0.578;5;0;0.578;4;0;0.578;4;0;0.578;4;0;0.578;5;0;0.578;4;0;0.578;4;0;0.578;4;0;0.578;5;0;0.578;4;0;0.578;4;0;0.578;4;0;0.578;4;0;0.578;4;0;0.578;5;0;0.578;4;0;0.578;4;0;0.578;5;0;0.578;4;0;0.578;4;0;0.578;5;0;0.578;4;0;0.578;4;0;0.578;4;0;0.578;4;0;0.578;4;0;0.578;5;0;0.578;5;0;0.578;5;0;0.578;4;0;0.578;4;0;0.578;4;0;0.578;4;0;0.578;5;0;0.578;4;0
82;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;5;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;5;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;5;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;5;0;0.582667;4;0;0.582667;4;0;0.582667;5;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;4;0;0.582667;5;0;0.582667;4;0
83;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;5;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;5;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;5;0;0.587333;4;0;0.587333;4;0;0.587333;5;0;0.587333;4;0;0.587333;5;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;5;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;5;0;0.587333;4;0;0.587333;5;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;4;0;0.587333;5;0;0.587333;4;0;0.587333;4;0
